software development,554,,,,
search engine,553,,,,
sensor networks,552,,,,
online learning,552,,,,
ofdm,552,,,,
overlay network,552,,,,
edge detection,549,,,,
geographic information system,548,,,,
type system,547,,,,
knowledge acquisition,546,,,,
class diagram,546,,,,
modelling,542,,,,
knowledge base,542,,,,
internet,541,,,,
semantic annotation,541,,,,
priority queue,541,,,,
distribute hash table,541,,,,
service discovery,539,,,,
metadata,537,,,,
human factors,536,,,,
emotion,534,,,,
relational database,533,,,,
service level agreement,532,,,,
energy consumption,531,,,,
leaf node,531,,,,
sustainability,530,,,,
support vector regression,530,,,,
similarity measure,529,,,,
object tracking,526,,,,
congestion control,525,,,,
abstract data type,525,,,,
facial expression,524,,,,
computational linguistics,524,,,,
hash table,522,,,,
interaction design,521,,,,
discrete wavelet transform,520,,,,
query time,519,,,,
virtual world,518,,,,
hci,518,,,,
cloud,518,,,,
abstract syntax,517,,,,
fuzzy rule,516,,,,
decision support,514,,,,
steiner tree,514,,,,
bioinformatics,513,,,,
mean square error,512,,,,
encryption scheme,511,,,,
sequent calculus,510,,,,
query term,510,,,,
framework,509,,,,
knapsack problem,508,,,,
data fusion,507,,,,
supply chain management,506,,,,
clock cycle,505,,,,
hide layer,505,,,,
integration,504,,,,
ensemble learning,504,,,,
partial order,503,,,,
approximation,503,,,,
parallel processing,503,,,,
association rule mining,503,,,,
information visualization,500,,,,
bayesian networks,497,,,,
control,496,,,,
point cloud,495,,,,
particle filter,494,,,,
graph theory,493,,,,
safety property,492,,,,
mobile devices,489,,,,
business intelligence,487,,,,
model,486,,,,
word sense disambiguation,486,,,,
information systems,485,,,,
mathematical morphology,485,,,,
finite element method,484,,,,
embedded systems,484,,,,
atomic formula,482,,,,
wireless networks,482,,,,
regularization,481,,,,
mri,480,,,,
reachable state,479,,,,
linear logic,478,,,,
outlier detection,476,,,,
bibliometrics,476,,,,
middleware,475,,,,
case-based reasoning,474,,,,
formal method,474,,,,
model checker,474,,,,
peer-to-peer,474,,,,
video sequence,474,,,,
software engineer,473,,,,
object constraint language,473,,,,
affective computing,472,,,,
constraint satisfaction,470,,,,
cluster analysis,469,,,,
steganography,469,,,,
smartphone,469,,,,
database,468,,,,
extreme learning machine,468,,,,
search tree,468,,,,
query image,468,,,,
user study,467,,,,
workflow,467,,,,
binary tree,467,,,,
state machine,467,,,,
context-awareness,466,,,,
minimum span tree,465,,,,
wsn,464,,,,
latent dirichlet allocation,464,,,,
similarity,463,,,,
provable security,462,,,,
fairness,461,,,,
functional language,461,,,,
breast cancer,458,,,,
concurrency,457,,,,
input string,457,,,,
parallel algorithms,456,,,,
hybrid automaton,456,,,,
e-government,455,,,,
cultural heritage,455,,,,
abstract domain,455,,,,
autonomous agent,455,,,,
obstacle avoidance,454,,,,
markov random field,454,,,,
elliptic curve cryptography,454,,,,
recursive function,453,,,,
planning,451,,,,
deep neural network,451,,,,
expressive power,450,,,,
mobile,450,,,,
smart city,449,,,,
soa,449,,,,
runtime system,449,,,,
approximation ratio,449,,,,
discrete logarithm,448,,,,
remote sensing,446,,,,
eye tracking,446,,,,
graph,445,,,,
motivation,443,,,,
convex optimization,443,,,,
sequence diagram,443,,,,
random walk,442,,,,
mobile application,440,,,,
reverse engineering,440,,,,
design pattern,439,,,,
admission control,438,,,,
theorem prove,438,,,,
grid,438,,,,
kolmogorov complexity,438,,,,
binary decision diagram,438,,,,
input graph,438,,,,
sparql query,437,,,,
risk management,436,,,,
cooperation,433,,,,
cryptographic protocol,433,,,,
consistency,432,,,,
concept drift,432,,,,
network lifetime,432,,,,
message passing,431,,,,
user profile,431,,,,
grid environment,431,,,,
knowledge,430,,,,
type theory,430,,,,
uav,429,,,,
3d reconstruction,429,,,,
rough set,429,,,,
image analysis,429,,,,
trust management,429,,,,
data item,429,,,,
authentication protocol,429,,,,
java virtual machine,429,,,,
coordination,428,,,,
manet,428,,,,
image denoising,428,,,,
ethics,427,,,,
association rules,427,,,,
validation,427,,,,
measurement,427,,,,
pca,427,,,,
natural language,427,,,,
motion capture,427,,,,
automation,426,,,,
fuzzy system,426,,,,
theorem prover,426,,,,
decision trees,425,,,,
adaptive control,424,,,,
web 2.0,424,,,,
data analysis,424,,,,
refinement,424,,,,
hadoop,422,,,,
mathematical method,422,,,,
program transformation,421,,,,
grid service,421,,,,
diversity,420,,,,
detection,420,,,,
lambda calculus,420,,,,
intelligent tutoring system,419,,,,
query optimization,419,,,,
opinion mining,418,,,,
interpolation,418,,,,
assessment,417,,,,
technology,417,,,,
visual tracking,417,,,,
forecasting,417,,,,
time complexity,417,,,,
proof assistant,417,,,,
satisfying assignment,416,,,,
testing,414,,,,
vector space model,413,,,,
iterative close point,413,,,,
complex networks,411,,,,
memetic algorithm,411,,,,
encryption,411,,,,
time slot,410,,,,
frequent itemsets,410,,,,
computer support cooperative work,410,,,,
boolean formula,410,,,,
fuzzy sets,409,,,,
data quality,409,,,,
intuitionistic logic,409,,,,
wireless network,408,,,,
ranking,408,,,,
industry 4.0,408,,,,
incremental learning,405,,,,
motion planning,405,,,,
stochastic programming,405,,,,
kripke structure,405,,,,
context awareness,404,,,,
reachability analysis,404,,,,
simple polygon,404,,,,
open source software,403,,,,
sensors,403,,,,
latent semantic analysis,403,,,,
attention,403,,,,
correlation,402,,,,
throughput,401,,,,
mixed reality,400,,,,
cache line,400,,,,
training image,400,,,,
artificial immune system,399,,,,
data envelopment analysis,399,,,,
rdf,398,,,,
evolution,397,,,,
schedule algorithm,397,,,,
completion time,397,,,,
active contour model,397,,,,
partial evaluation,397,,,,
training,396,,,,
sensitivity analysis,396,,,,
intelligent agent,396,,,,
message authentication code,395,,,,
facial expression recognition,394,,,,
image compression,394,,,,
aes,394,,,,
open source,393,,,,
systolic array,393,,,,
commitment scheme,392,,,,
security parameter,392,,,,
identification,391,,,,
signal processing,391,,,,
field programmable gate array,391,,,,
ict,390,,,,
cost function,390,,,,
video surveillance,390,,,,
global convergence,390,,,,
access control model,390,,,,
query point,388,,,,
mean average precision,387,,,,
software testing,386,,,,
polynomial time algorithm,386,,,,
project management,386,,,,
collaborative filter,386,,,,
fault detection,385,,,,
natural deduction,385,,,,
dependency graph,384,,,,
free variable,384,,,,
pso,383,,,,
quality,382,,,,
empirical study,382,,,,
soft computing,382,,,,
web service,382,,,,
concept lattice,382,,,,
implementation,381,,,,
camera calibration,381,,,,
transition rule,381,,,,
recurrent neural networks,380,,,,
mimo,380,,,,
concurrent program,380,,,,
recommendation system,379,,,,
parallel programming,379,,,,
perception,378,,,,
software quality,378,,,,
static analysis,378,,,,
separation logic,378,,,,
power consumption,377,,,,
mpi,375,,,,
mobile learning,375,,,,
discrete comput geom,375,,,,
parameter estimation,374,,,,
statistical machine translation,374,,,,
java,374,,,,
fuzzy number,373,,,,
electronic commerce,373,,,,
root mean square error,373,,,,
domain decomposition,373,,,,
energy,372,,,,
hidden markov model,372,,,,
network,371,,,,
complex system,371,,,,
logistic regression,370,,,,
data visualization,370,,,,
citation analysis,370,,,,
utility function,369,,,,
5g,369,,,,
speech signal,369,,,,
watermarking,368,,,,
radial basis function neural network,368,,,,
autonomic computing,368,,,,
virtual enterprise,368,,,,
argumentation framework,368,,,,
lstm,367,,,,
kinect,367,,,,
transformation rule,366,,,,
decomposition,365,,,,
nonlinear programming,364,,,,
membrane computing,363,,,,
chromatic number,363,,,,
pattern match,363,,,,
internal node,363,,,,
decision-making,362,,,,
task allocation,362,,,,
intelligent tutoring systems,362,,,,
business model,361,,,,
user-centered design,361,,,,
markov chain monte carlo,361,,,,
interval arithmetic,361,,,,
semidefinite programming,361,,,,
classical logic,361,,,,
virtual organization,361,,,,
hide unit,361,,,,
fuzzy control,360,,,,
privacy protection,360,,,,
networks,359,,,,
emotions,358,,,,
discrete fourier transform,358,,,,
formal language,358,,,,
user modeling,357,,,,
nonlinear dynamics,357,,,,
concrete syntax,357,,,,
source node,357,,,,
communication complexity,356,,,,
input image,356,,,,
connectivity,355,,,,
link prediction,355,,,,
critical pair,354,,,,
feature point,353,,,,
game design,353,,,,
unify modeling language,353,,,,
compressed sensing,352,,,,
fault-tolerance,352,,,,
average precision,352,,,,
matching,351,,,,
manifold learning,351,,,,
equal error rate,351,,,,
visual attention,350,,,,
parallel program,350,,,,
deep neural networks,349,,,,
agents,349,,,,
resource management,349,,,,
heuristic,348,,,,
fuzzy clustering,348,,,,
requirement engineer,348,,,,
feedback,348,,,,
stereo vision,347,,,,
software process improvement,347,,,,
grid resource,347,,,,
ambient assisted living,346,,,,
information retrieval system,346,,,,
rsa,346,,,,
lte,346,,,,
learning analytics,346,,,,
information technology,345,,,,
quadratic programming,345,,,,
analysis,345,,,,
duality,344,,,,
basic block,344,,,,
propositional formula,344,,,,
concurrency control,343,,,,
real-time systems,343,,,,
search space,342,,,,
network management,342,,,,
model predictive control,341,,,,
minimum description length,341,,,,
benchmarking,341,,,,
software agent,341,,,,
consensus,340,,,,
elderly,340,,,,
recommendation,340,,,,
gpgpu,340,,,,
motion vector,340,,,,
robot,339,,,,
deontic logic,339,,,,
speech synthesis,339,,,,
accuracy,338,,,,
topic model,338,,,,
openmp,338,,,,
ground term,338,,,,
nonmonotonic reasoning,338,,,,
ground truth,338,,,,
older adults,338,,,,
image restoration,337,,,,
language model,337,,,,
relational algebra,337,,,,
quantum cryptography,337,,,,
chordal graph,337,,,,
compression,336,,,,
mobile host,336,,,,
equational theory,336,,,,
binary relation,335,,,,
parallel machine,335,,,,
deductive database,335,,,,
facility location,334,,,,
culture,334,,,,
theorem proving,334,,,,
metrics,333,,,,
vanet,333,,,,
argumentation,333,,,,
pattern mining,333,,,,
elliptic curf,333,,,,
database schema,332,,,,
business process modeling,332,,,,
query evaluation,332,,,,
outgoing edge,332,,,,
ad hoc networks,330,,,,
bayesian inference,329,,,,
robust optimization,329,,,,
agent,328,,,,
disjunctive normal form,328,,,,
interest point,328,,,,
inductive inference,328,,,,
risk assessment,327,,,,
lower bound,327,,,,
road network,327,,,,
concurrent system,327,,,,
composite service,327,,,,
collision avoidance,327,,,,
column generation,327,,,,
epistemic logic,327,,,,
radial basis function network,326,,,,
line segment,326,,,,
finite field,326,,,,
image fusion,325,,,,
constrained optimization,324,,,,
power control,324,,,,
proof theory,324,,,,
propositional variable,324,,,,
parameterized complexity,324,,,,
target language,324,,,,
combinatorial auction,323,,,,
feature space,323,,,,
speaker recognition,323,,,,
cluster,323,,,,
test suite,323,,,,
methodology,322,,,,
participatory design,322,,,,
smart cities,321,,,,
reachability problem,321,,,,
hamiltonian cycle,321,,,,
chaos,320,,,,
granular computing,320,,,,
gps,319,,,,
blind signature,319,,,,
p2p,319,,,,
dynamic logic,318,,,,
cognition,317,,,,
tuple space,317,,,,
derivation tree,317,,,,
security property,317,,,,
optical character recognition,316,,,,
image enhancement,316,,,,
cloud storage,316,,,,
conditional random field,316,,,,
text categorization,315,,,,
integer linear programming,315,,,,
propositional logic,315,,,,
graph drawing,315,,,,
software,314,,,,
network analysis,314,,,,
malware,314,,,,
registration,314,,,,
typing rule,314,,,,
gabor filter,313,,,,
mutual authentication,313,,,,
digital signature,313,,,,
interval graph,313,,,,
boolean algebra,312,,,,
liveness property,312,,,,
covert channel,312,,,,
feature subset,312,,,,
reasoning,311,,,,
common object request broker architecture,311,,,,
fusion,310,,,,
multicast tree,309,,,,
information fusion,309,,,,
cyber-physical systems,309,,,,
constraints,309,,,,
problem instance,309,,,,
information gain,309,,,,
proof tree,309,,,,
games,308,,,,
situation awareness,308,,,,
knowledge graph,308,,,,
data hiding,308,,,,
software development process,308,,,,
simple object access protocol,308,,,,
programming language,307,,,,
document image,307,,,,
type inference,307,,,,
decision support systems,306,,,,
channel estimation,306,,,,
vector quantization,306,,,,
matrix factorization,306,,,,
multicast,306,,,,
critical section,306,,,,
multicast group,306,,,,
indexing,305,,,,
recognition,305,,,,
equivalence class,305,,,,
pose estimation,305,,,,
outage probability,305,,,,
magnetic resonance imaging,304,,,,
main memory,303,,,,
abstract machine,303,,,,
composition operator,302,,,,
computer graphic,302,,,,
fuzzy inference system,301,,,,
hough transform,301,,,,
directed graph,301,,,,
decision table,301,,,,
online social network,301,,,,
internet of things (iot),301,,,,
children,301,,,,
exception handling,301,,,,
intelligent tutor system,301,,,,
traveling salesman problem,300,,,,
dictionary learning,300,,,,
computer algebra system,300,,,,
management,299,,,,
user model,299,,,,
probability,299,,,,
agile software development,299,,,,
collision detection,298,,,,
domain knowledge,298,,,,
communication cost,298,,,,
fault injection,298,,,,
differential privacy,297,,,,
hierarchical clustering,297,,,,
owl,297,,,,
symbolic model check,297,,,,
blended learning,296,,,,
truth assignment,296,,,,
mapping,296,,,,
self-organization,296,,,,
soft constraint,296,,,,
reconstruction,295,,,,
ultrasound,295,,,,
super-resolution,295,,,,
path expression,295,,,,
creativity,294,,,,
wikipedia,294,,,,
sparsity,294,,,,
calibration,294,,,,
event detection,294,,,,
mixed integer programming,294,,,,
abstract syntax tree,294,,,,
induction hypothesis,293,,,,
fast fourier transform,293,,,,
cache size,293,,,,
open data,292,,,,
reputation,292,,,,
delay,292,,,,
animation,292,,,,
security requirement,292,,,,
graph coloring,292,,,,
discrete logarithm problem,292,,,,
secret sharing scheme,292,,,,
dimension reduction,291,,,,
sampling,291,,,,
multiagent systems,290,,,,
topology,290,,,,
domain adaptation,290,,,,
resilience,290,,,,
hidden markov models,290,,,,
user agent,290,,,,
competitive analysis,290,,,,
execution trace,290,,,,
risk,289,,,,
sdn,289,,,,
linear code,289,,,,
information hiding,288,,,,
mobile robots,287,,,,
reputation system,287,,,,
bpmn,287,,,,
business rule,287,,,,
distributed algorithms,286,,,,
suffix tree,286,,,,
complete lattice,285,,,,
agent architecture,285,,,,
requirements,285,,,,
digital libraries,285,,,,
model drive architecture,285,,,,
business process model,284,,,,
pattern matching,284,,,,
semantic network,283,,,,
global position system,283,,,,
binary search tree,283,,,,
hamiltonian path,282,,,,
complex network,282,,,,
constraint logic programming,282,,,,
search,282,,,,
model-driven engineering,282,,,,
mobile user,282,,,,
video streaming,282,,,,
cluster head,282,,,,
data streams,281,,,,
destination node,281,,,,
facebook,280,,,,
image encryption,280,,,,
fuzzy controller,280,,,,
natural language generation,280,,,,
tree decomposition,280,,,,
sparse coding,279,,,,
sparql,279,,,,
knowledge sharing,279,,,,
unlabeled data,279,,,,
stereo match,279,,,,
texture,278,,,,
network design,278,,,,
noise,278,,,,
logistics,278,,,,
inference engine,278,,,,
location privacy,278,,,,
power allocation,278,,,,
data management,277,,,,
nlp,277,,,,
global constraint,277,,,,
standards,276,,,,
rehabilitation,276,,,,
benchmark,276,,,,
medical imaging,276,,,,
conceptual modeling,276,,,,
traceability,276,,,,
requirement engineering,276,,,,
cardinality constraint,276,,,,
color histogram,276,,,,
sensor fusion,275,,,,
bloom filter,275,,,,
modularity,275,,,,
formal specification,275,,,,
graphs,275,,,,
transition relation,275,,,,
pattern classification,274,,,,
parallel implementation,274,,,,
parallelization,274,,,,
advance encryption standard,274,,,,
graphic processing unit,274,,,,
cluster algorithm,274,,,,
telemedicine,273,,,,
geodesic distance,273,,,,
topic modeling,273,,,,
formal semantic,273,,,,
artificial life,272,,,,
data compression,272,,,,
similarity search,272,,,,
undirected graph,272,,,,
defense advance research project agency,272,,,,
background subtraction,271,,,,
model selection,271,,,,
unmanned aerial vehicle,271,,,,
content-based image retrieval,271,,,,
monte carlo,271,,,,
wlan,271,,,,
usability evaluation,271,,,,
diagnosis,270,,,,
video,270,,,,
haptics,269,,,,
mixture model,269,,,,
domain expert,269,,,,
deterministic algorithm,269,,,,
convex polygon,268,,,,
compressive sensing,268,,,,
e-health,268,,,,
lower bounds,268,,,,
multimodal interaction,268,,,,
deformable model,268,,,,
impact factor,267,,,,
semantic segmentation,267,,,,
slam,267,,,,
task graph,267,,,,
pedestrian detection,266,,,,
image recognition,266,,,,
availability,266,,,,
annotation,266,,,,
software reuse,266,,,,
ieee computer society,266,,,,
multilayer perceptron,265,,,,
boosting,265,,,,
watermark scheme,265,,,,
mathematical programming,265,,,,
computed tomography,265,,,,
authentication scheme,265,,,,
literature review,264,,,,
image annotation,264,,,,
image patch,264,,,,
memory hierarchy,264,,,,
output port,264,,,,
ranking function,263,,,,
representation,263,,,,
variable neighborhood search,263,,,,
code generation,263,,,,
sign language,262,,,,
mathematical modeling,262,,,,
adaptive,262,,,,
session initiation protocol,262,,,,
query answering,262,,,,
mobile applications,262,,,,
hpc,262,,,,
embed system,262,,,,
negotiation,261,,,,
interconnection network,261,,,,
semantic relation,261,,,,
logic,260,,,,
structure from motion,260,,,,
class hierarchy,260,,,,
real time,260,,,,
access point,260,,,,
support vector machine (svm),259,,,,
crossover operator,259,,,,
composition,259,,,,
coverage,259,,,,
product family,259,,,,
inverse problem,258,,,,
probability density function,258,,,,
analytic hierarchy process,258,,,,
gaussian process,258,,,,
garbage collector,258,,,,
compression ratio,258,,,,
binary search,258,,,,
k-means clustering,257,,,,
music information retrieval,257,,,,
cloud service,257,,,,
activity diagram,257,,,,
service description,257,,,,
information,256,,,,
adaboost,256,,,,
machine vision,256,,,,
aggregation,256,,,,
change detection,256,,,,
specification,256,,,,
context-aware,256,,,,
home agent,256,,,,
hybrid systems,255,,,,
makespan,255,,,,
nonnegative matrix factorization,255,,,,
wireless mesh network,255,,,,
possibility theory,254,,,,
program point,254,,,,
segmentation result,254,,,,
full version,254,,,,
sift,253,,,,
optimisation,253,,,,
ann,253,,,,
attention mechanism,253,,,,
h.264/avc,253,,,,
online algorithms,253,,,,
entanglement,253,,,,
service provider,253,,,,
transactional memory,253,,,,
formal context,253,,,,
service-oriented architecture,252,,,,
belief function,252,,,,
proof rule,252,,,,
taxonomy,252,,,,
false alarm,252,,,,
object type,252,,,,
input symbol,252,,,,
string match,252,,,,
conceptual graph,252,,,,
engagement,251,,,,
particle swarm optimization algorithm,251,,,,
source code,251,,,,
authoring tool,251,,,,
em algorithm,250,,,,
multi-label classification,250,,,,
access structure,250,,,,
variational inequality,250,,,,
cyber security,249,,,,
service selection,249,,,,
category theory,249,,,,
parallel application,249,,,,
method invocation,248,,,,
interference,248,,,,
symbolic computation,248,,,,
conjugate gradient method,247,,,,
graph partitioning,246,,,,
databases,246,,,,
linked open data,246,,,,
modeling language,246,,,,
human visual system,246,,,,
dialogue system,246,,,,
statistical analysis,245,,,,
texture analysis,245,,,,
lda,245,,,,
production rule,245,,,,
spectrum sensing,245,,,,
process instance,245,,,,
denoising,244,,,,
fuzzy,244,,,,
multi-agent,244,,,,
retrieval performance,244,,,,
agile,244,,,,
